loan_date,amount,duration,status,account_date,frequency_issuance_after_transaction,frequency_monthly_issuance,frequency_weekly_issuance,NumberOfPeople,cc_issued_date,cc_type_classic,cc_type_gold,cc_type_junior,birth_number,sex,Cluster,date,balance,NumberOfTrans,Age
1995-02-11,0.061086460300922664,48,-1,1994-05-16,0,1,0,1,0,0.0,0.0,0.0,1976-06-23,1,0,950210,-0.691003042800514,-0.3947884460494285,-1.418876214988583
1995-02-12,-0.6222346508652862,60,1,1993-11-26,0,1,0,1,0,0.0,0.0,0.0,1953-04-05,1,0,950210,-0.47427183676134904,0.45389095918687333,0.4190362448111885
1995-02-17,3.7415882540840237,60,1,1994-03-18,0,1,0,1,0,0.0,0.0,0.0,1960-06-28,1,0,950214,-0.8368091440512658,-0.3724547774905784,-0.14032841686700281
1995-02-23,-0.4575707066303809,24,1,1993-09-10,0,1,0,2,0,0.0,0.0,0.0,1951-04-07,0,0,950217,-1.0086117522130276,0.8335633246873242,0.578854719576386
1995-03-04,-1.1139426563267993,24,1,1993-08-24,0,1,0,1,0,0.0,0.0,0.0,1970-02-10,0,0,950228,-0.362913259571517,0.4315572906280233,-0.8595115533103916
1995-03-04,0.22529363908718741,24,-1,1993-08-10,0,1,0,1,0,0.0,0.0,0.0,1976-03-18,1,1,950303,-0.7899864308019257,1.9055794155121264,-1.418876214988583
1995-03-11,-0.6530663186485208,24,1,1993-09-12,0,1,0,2,0,0.0,0.0,0.0,1949-01-07,1,0,950308,-0.6591701229731052,1.5259070500116756,0.8185824317241823
1995-03-15,1.7723582136326081,60,1,1993-08-21,0,1,0,2,0,0.0,0.0,0.0,1980-11-23,1,0,950314,0.2833969688958584,0.9898990045992745,-1.738513164518978
1995-03-16,-0.3961357537882318,60,-1,1993-07-20,0,1,0,1,0,0.0,0.0,0.0,1971-06-24,1,0,950312,-0.5215794072948932,0.766562319010774,-1.0193300280755893
1995-03-16,-0.43404728602539444,48,-1,1993-06-08,0,1,0,1,0,0.0,0.0,0.0,1971-06-25,0,0,950304,-0.39745594253868216,0.744228650451924,-1.0193300280755893
1995-03-19,-0.10015174306917876,24,1,1994-06-04,0,1,0,1,0,0.0,0.0,0.0,1940-05-11,0,0,950307,-1.1563754081065467,-0.4394557831671286,1.4578563307849723
1995-03-21,-1.2360132224759768,12,1,1993-05-23,0,1,0,1,0,0.0,0.0,0.0,1965-06-04,0,0,950319,-0.4472829583994918,1.704576398482476,-0.5398746037799966
1995-03-27,-1.0808271613003622,24,1,1993-09-05,0,1,0,2,0,0.0,0.0,0.0,1950-04-10,1,1,950318,-0.4048919313553056,0.9452316674815744,0.6587639569589848
1995-03-29,0.3867602251816091,48,1,1994-03-19,0,1,0,1,0,0.0,0.0,0.0,1945-02-22,1,0,950325,1.8418778157514488,-0.9084628229029796,1.1382193812545773
