trans_id,account_id,date,balance,NumberOfTrans,amount_min,amount_max,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,n_A,n_B,n_C,n_D,n_E,n_F,p_A,p_B,p_C,p_D,p_E,p_F,n_credit,n_withdraw,p_credit,p_withdraw,n_kA,n_kB,n_kC,n_kD,n_kE,n_kF,n_kG,p_kA,p_kB,p_kC,p_kD,p_kE,p_kF,p_kG
130994,440,980310,39526.2,85,-18700.0,24694.5,465.0152941176473,9051.529444118241,500.0,50218.4,25727.382352941186,8961.646333139917,19,0,42,10,0,14,0.2235294117647059,0.0,0.49411764705882355,0.11764705882352941,0.0,0.16470588235294117,33,52,0.38823529411764707,0.611764705882353,14,10,10,0,0,0,51,0.16470588235294117,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.6
131887,442,970628,10100.0,2,600.0,9500.0,5050.0,6293.250352560273,600.0,10100.0,5350.0,6717.514421272202,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,1.0,0.0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141174,472,970418,38166.1,23,-49800.0,73802.0,1659.4000000000005,35373.16453851833,300.0,113888.0,58669.5043478261,28112.217725030623,1,6,11,0,0,5,0.043478260869565216,0.2608695652173913,0.4782608695652174,0.0,0.0,0.21739130434782608,12,11,0.5217391304347826,0.4782608695652174,5,0,1,0,0,0,17,0.21739130434782608,0.0,0.043478260869565216,0.0,0.0,0.0,0.7391304347826086
157210,525,970713,46478.3,59,-28400.0,48984.0,787.7711864406779,13815.76271792291,300.0,121135.2,45912.39999999999,21519.72175583645,15,0,24,6,0,14,0.2542372881355932,0.0,0.4067796610169492,0.1016949152542373,0.0,0.23728813559322035,29,30,0.4915254237288136,0.5084745762711864,14,6,6,0,0,0,33,0.23728813559322035,0.1016949152542373,0.1016949152542373,0.0,0.0,0.0,0.559322033898305
196361,666,971110,54562.2,152,-20160.0,21987.0,358.96184210526326,6898.597182170124,200.0,57779.4,41922.04671052632,9731.975450036936,26,0,60,45,2,19,0.17105263157894737,0.0,0.39473684210526316,0.29605263157894735,0.013157894736842105,0.125,45,107,0.29605263157894735,0.7039473684210527,19,15,15,15,0,0,73,0.1386861313868613,0.10948905109489052,0.10948905109489052,0.10948905109489052,0.0,0.0,0.5328467153284672
199023,675,970331,34768.4,126,-14400.0,14307.0,275.9396825396828,5415.662855548959,900.0,43627.3,29946.995238095213,7804.9007299963205,33,0,58,15,0,20,0.2619047619047619,0.0,0.4603174603174603,0.11904761904761904,0.0,0.15873015873015872,53,73,0.42063492063492064,0.5793650793650794,20,15,16,0,0,0,75,0.15873015873015872,0.11904761904761904,0.12698412698412698,0.0,0.0,0.0,0.5952380952380952
211600,718,970815,59256.4,110,-49800.0,49059.0,538.6954545454547,13728.580801174712,500.0,105970.4,40141.79545454546,22283.58371939614,25,0,39,32,0,14,0.22727272727272727,0.0,0.35454545454545455,0.2909090909090909,0.0,0.12727272727272726,39,71,0.35454545454545455,0.6454545454545455,14,11,10,11,0,0,54,0.14,0.11,0.1,0.11,0.0,0.0,0.54
230627,785,980208,28471.9,33,-20400.0,39022.0,862.7848484848488,14355.829706976214,700.0,93801.3,51641.8333333333,19462.195793041104,2,6,17,2,0,6,0.06060606060606061,0.18181818181818182,0.5151515151515151,0.06060606060606061,0.0,0.18181818181818182,14,19,0.42424242424242425,0.5757575757575758,6,2,2,0,0,0,23,0.18181818181818182,0.06060606060606061,0.06060606060606061,0.0,0.0,0.0,0.696969696969697
3557369,825,970131,21080.3,65,-14700.0,23817.0,324.08923076923094,8733.61276379088,500.0,65121.6,33129.40307692311,14034.728710026882,15,0,33,6,0,11,0.23076923076923078,0.0,0.5076923076923077,0.09230769230769231,0.0,0.16923076923076924,26,39,0.4,0.6,11,6,7,0,0,0,41,0.16923076923076924,0.09230769230769231,0.1076923076923077,0.0,0.0,0.0,0.6307692307692307
254532,873,980220,19397.6,64,-7100.0,10416.0,303.08750000000015,3891.102541452132,1000.0,39315.6,21491.79062500001,8412.09621056391,16,0,23,16,0,9,0.25,0.0,0.359375,0.25,0.0,0.140625,25,39,0.390625,0.609375,9,6,5,5,0,0,34,0.15254237288135594,0.1016949152542373,0.0847457627118644,0.0847457627118644,0.0,0.0,0.576271186440678
273722,938,980513,31277.6,15,-4500.0,12600.0,2085.173333333333,4281.073653129996,700.0,31277.6,23066.613333333335,8114.044262605659,9,0,2,0,0,4,0.6,0.0,0.13333333333333333,0.0,0.0,0.26666666666666666,13,2,0.8666666666666667,0.13333333333333333,4,0,0,0,0,0,11,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.7333333333333333
290030,993,980630,41338.5,64,-48400.0,47615.0,645.915625,16939.468680356178,1000.0,112610.8,50883.19687500003,21193.14130159087,15,0,30,0,0,19,0.234375,0.0,0.46875,0.0,0.0,0.296875,34,30,0.53125,0.46875,19,0,5,0,0,0,40,0.296875,0.0,0.078125,0.0,0.0,0.0,0.625
293808,1004,980401,22144.8,148,-62100.0,49834.0,149.6277027027028,22932.530940568064,200.0,143846.4,64193.40472972981,29366.481591170148,42,0,87,0,0,19,0.28378378378378377,0.0,0.5878378378378378,0.0,0.0,0.12837837837837837,61,87,0.41216216216216217,0.5878378378378378,19,0,16,0,0,0,113,0.12837837837837837,0.0,0.10810810810810811,0.0,0.0,0.0,0.7635135135135135
312968,1068,980922,48603.2,134,-34800.0,46619.0,362.7119402985075,10641.968396864197,1000.0,96491.4,34086.208955223854,18873.407739340764,24,0,47,45,0,18,0.1791044776119403,0.0,0.35074626865671643,0.3358208955223881,0.0,0.13432835820895522,42,92,0.31343283582089554,0.6865671641791045,18,15,14,15,0,0,57,0.15126050420168066,0.12605042016806722,0.11764705882352941,0.12605042016806722,0.0,0.0,0.4789915966386555
317497,1083,980414,21313.1,123,-19200.0,17388.0,173.27723577235784,5799.035180122397,400.0,48735.9,28050.299186991895,9147.726880698387,22,0,47,38,0,16,0.17886178861788618,0.0,0.3821138211382114,0.3089430894308943,0.0,0.13008130081300814,38,85,0.3089430894308943,0.6910569105691057,16,12,12,13,0,0,57,0.14545454545454545,0.10909090909090909,0.10909090909090909,0.11818181818181818,0.0,0.0,0.5181818181818182
320012,1093,970607,51738.6,102,-42800.0,72206.0,507.24215686274505,25622.406209654895,1000.0,121006.5,47433.42058823531,24768.34808683377,1,17,55,13,0,16,0.00980392156862745,0.16666666666666666,0.5392156862745098,0.12745098039215685,0.0,0.1568627450980392,34,68,0.3333333333333333,0.6666666666666666,16,13,12,0,0,0,61,0.1568627450980392,0.12745098039215685,0.11764705882352941,0.0,0.0,0.0,0.5980392156862745
3571447,1242,970831,31182.1,60,-59100.0,45043.0,518.0350000000001,15091.582351961715,200.0,131453.2,40526.45499999998,22589.559555331594,11,0,19,20,0,10,0.18333333333333332,0.0,0.31666666666666665,0.3333333333333333,0.0,0.16666666666666666,21,39,0.35,0.65,10,5,6,5,0,0,24,0.2,0.1,0.12,0.1,0.0,0.0,0.48
366022,1244,970219,17662.3,59,-7200.0,7842.0,299.3610169491526,3026.826900887608,900.0,34278.5,22981.055932203395,6022.073345711425,16,0,17,18,0,8,0.2711864406779661,0.0,0.288135593220339,0.3050847457627119,0.0,0.13559322033898305,24,35,0.4067796610169492,0.5932203389830508,8,5,4,4,0,0,29,0.16,0.1,0.08,0.08,0.0,0.0,0.58
3571735,1252,970331,26252.2,118,-25800.0,37032.0,222.22288135593232,13505.441269433646,1000.0,78468.6,40688.34830508475,13220.371518330689,2,20,76,0,0,20,0.01694915254237288,0.1694915254237288,0.6440677966101694,0.0,0.0,0.1694915254237288,42,76,0.3559322033898305,0.6440677966101694,20,0,16,0,0,0,82,0.1694915254237288,0.0,0.13559322033898305,0.0,0.0,0.0,0.6949152542372882
3572255,1270,970630,33277.4,71,-13400.0,18696.0,467.2887323943662,7249.319914103256,500.0,45989.0,24872.139436619716,8273.729769931522,4,13,33,8,0,13,0.056338028169014086,0.18309859154929578,0.4647887323943662,0.11267605633802817,0.0,0.18309859154929578,30,41,0.4225352112676056,0.5774647887323944,13,8,9,0,0,0,41,0.18309859154929578,0.11267605633802817,0.1267605633802817,0.0,0.0,0.0,0.5774647887323944
3572663,1284,981130,41050.0,87,-43000.0,49972.0,471.6689655172412,18658.152902637812,1000.0,120419.7,59684.29885057478,22496.238340889686,25,0,49,0,0,13,0.28735632183908044,0.0,0.5632183908045977,0.0,0.0,0.14942528735632185,38,49,0.4367816091954023,0.5632183908045977,13,0,11,0,0,0,63,0.14942528735632185,0.0,0.12643678160919541,0.0,0.0,0.0,0.7241379310344828
387891,1318,981010,13694.4,35,-25400.0,29159.0,391.27142857142877,11707.081306466545,200.0,70887.8,27729.91714285716,15360.768047385516,11,0,10,7,0,7,0.3142857142857143,0.0,0.2857142857142857,0.2,0.0,0.2,18,17,0.5142857142857142,0.4857142857142857,7,2,2,1,0,0,19,0.22580645161290322,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.0,0.0,0.6129032258064516
3574257,1329,970831,19101.8,63,-11200.0,17642.0,302.9746031746032,6423.243295251221,500.0,44667.0,25967.495238095227,7748.942858772759,2,11,25,14,0,11,0.031746031746031744,0.1746031746031746,0.3968253968253968,0.2222222222222222,0.0,0.1746031746031746,24,39,0.38095238095238093,0.6190476190476191,11,7,7,0,0,0,31,0.19642857142857142,0.125,0.125,0.0,0.0,0.0,0.5535714285714286
403647,1374,970914,88469.8,62,-57700.0,72966.0,1270.4822580645166,28510.114078700208,700.0,126403.5,59749.88387096772,25629.232333675274,1,12,38,0,0,11,0.016129032258064516,0.1935483870967742,0.6129032258064516,0.0,0.0,0.1774193548387097,24,38,0.3870967741935484,0.6129032258064516,11,0,7,0,0,0,44,0.1774193548387097,0.0,0.11290322580645161,0.0,0.0,0.0,0.7096774193548387
408130,1389,980831,17273.4,97,-60900.0,48868.0,178.0752577319587,16794.140953333193,800.0,117375.0,48989.18247422685,29467.266709569773,26,0,47,11,0,13,0.26804123711340205,0.0,0.4845360824742268,0.1134020618556701,0.0,0.13402061855670103,39,58,0.4020618556701031,0.5979381443298969,13,11,12,0,0,0,61,0.13402061855670103,0.1134020618556701,0.12371134020618557,0.0,0.0,0.0,0.6288659793814433
414080,1407,980114,42152.2,77,-64700.0,48743.0,547.4324675324676,22350.2571727665,800.0,143696.8,71376.04415584417,25109.194803138787,23,0,37,8,0,9,0.2987012987012987,0.0,0.4805194805194805,0.1038961038961039,0.0,0.11688311688311688,32,45,0.4155844155844156,0.5844155844155844,9,8,8,0,0,0,52,0.11688311688311688,0.1038961038961039,0.1038961038961039,0.0,0.0,0.0,0.6753246753246753
3578011,1447,970531,29942.7,10,-8800.0,12508.0,2994.2699999999995,7312.804242947207,300.0,38628.6,22604.340000000004,11029.074077606574,2,3,2,0,0,3,0.2,0.3,0.2,0.0,0.0,0.3,8,2,0.8,0.2,3,0,0,0,0,0,7,0.3,0.0,0.0,0.0,0.0,0.0,0.7
435647,1480,980117,49599.2,90,-58800.0,46499.0,551.1022222222224,20556.815846085767,800.0,132024.9,55026.62000000002,25548.054001677494,26,0,48,0,2,14,0.28888888888888886,0.0,0.5333333333333333,0.0,0.022222222222222223,0.15555555555555556,40,50,0.4444444444444444,0.5555555555555556,14,0,10,0,0,0,66,0.15555555555555556,0.0,0.1111111111111111,0.0,0.0,0.0,0.7333333333333333
440977,1498,980930,43363.9,113,-48000.0,46160.0,383.75486725663745,16523.036789823338,413.3,116112.4,45342.2044247788,26937.96687515327,24,0,53,0,0,36,0.21238938053097345,0.0,0.4690265486725664,0.0,0.0,0.3185840707964602,60,53,0.5309734513274337,0.4690265486725664,36,0,9,0,2,0,66,0.3185840707964602,0.0,0.07964601769911504,0.0,0.017699115044247787,0.0,0.584070796460177
449474,1528,970718,38391.7,78,-18100.0,27111.0,492.2038461538462,10188.17105132339,500.0,57550.1,32688.03333333332,11262.531250822682,16,0,49,0,0,13,0.20512820512820512,0.0,0.6282051282051282,0.0,0.0,0.16666666666666666,29,49,0.3717948717948718,0.6282051282051282,13,9,9,0,0,0,47,0.16666666666666666,0.11538461538461539,0.11538461538461539,0.0,0.0,0.0,0.6025641025641025
464364,1580,971123,67742.6,134,-63100.0,48954.0,505.5432835820896,19564.588979622626,400.0,134156.7,51370.48059701493,27095.340184743734,35,0,78,0,0,21,0.26119402985074625,0.0,0.582089552238806,0.0,0.0,0.15671641791044777,56,78,0.417910447761194,0.582089552238806,21,0,18,0,0,0,95,0.15671641791044777,0.0,0.13432835820895522,0.0,0.0,0.0,0.7089552238805971
480763,1638,980110,23652.7,47,-33600.0,43958.0,503.2468085106381,14359.474625560266,900.0,92048.9,45735.838297872346,19455.06988026239,11,0,18,4,0,14,0.23404255319148937,0.0,0.3829787234042553,0.0851063829787234,0.0,0.2978723404255319,25,22,0.5319148936170213,0.46808510638297873,14,4,4,0,0,0,25,0.2978723404255319,0.0851063829787234,0.0851063829787234,0.0,0.0,0.0,0.5319148936170213
486100,1656,981024,37600.4,128,-23200.0,35589.0,293.75468750000016,12419.089744338376,500.0,78411.8,34760.22890625003,14092.496457274405,6,21,65,16,0,20,0.046875,0.1640625,0.5078125,0.125,0.0,0.15625,47,81,0.3671875,0.6328125,20,16,16,0,0,0,76,0.15625,0.125,0.125,0.0,0.0,0.0,0.59375
503737,1718,980819,72563.9,55,-60600.0,65892.0,1319.3472727272729,26509.064113150638,300.0,126478.3,61146.52363636366,22317.59647813194,1,11,27,6,0,10,0.01818181818181818,0.2,0.4909090909090909,0.10909090909090909,0.0,0.18181818181818182,22,33,0.4,0.6,10,6,6,0,0,0,33,0.18181818181818182,0.10909090909090909,0.10909090909090909,0.0,0.0,0.0,0.6
520296,1776,980523,37619.2,54,-17000.0,20504.0,696.6537037037037,7381.800872791953,400.0,62263.4,36159.70555555556,10229.963510981173,12,0,28,5,0,9,0.2222222222222222,0.0,0.5185185185185185,0.09259259259259259,0.0,0.16666666666666666,21,33,0.3888888888888889,0.6111111111111112,9,5,5,0,0,0,35,0.16666666666666666,0.09259259259259259,0.09259259259259259,0.0,0.0,0.0,0.6481481481481481
530339,1808,980922,18109.0,78,-61900.0,46716.0,232.16666666666677,18305.552060038248,400.0,118267.7,69656.36923076924,23107.003039295298,24,0,42,0,0,12,0.3076923076923077,0.0,0.5384615384615384,0.0,0.0,0.15384615384615385,36,42,0.46153846153846156,0.5384615384615384,12,0,8,0,0,0,58,0.15384615384615385,0.0,0.10256410256410256,0.0,0.0,0.0,0.7435897435897436
534045,1819,980110,16473.5,72,-30600.0,48125.0,228.8041666666666,10968.0677888059,700.0,82795.9,28370.441666666695,16621.38665670709,13,0,23,22,0,14,0.18055555555555555,0.0,0.3194444444444444,0.3055555555555556,0.0,0.19444444444444445,27,45,0.375,0.625,14,7,7,7,0,0,29,0.21875,0.109375,0.109375,0.109375,0.0,0.0,0.453125
548760,1869,980123,72915.1,107,-31400.0,36996.0,681.4514018691584,14491.011470930343,500.0,100074.6,61295.96915887843,18670.113397526355,20,0,62,0,7,18,0.18691588785046728,0.0,0.5794392523364486,0.0,0.06542056074766354,0.16822429906542055,38,69,0.35514018691588783,0.6448598130841121,18,0,14,0,0,0,75,0.16822429906542055,0.0,0.1308411214953271,0.0,0.0,0.0,0.7009345794392523
550848,1876,980908,57504.2,66,-45440.0,26991.0,871.2772727272727,11185.995687366558,900.0,74276.7,44982.42272727275,14572.504223627093,16,0,25,14,0,11,0.24242424242424243,0.0,0.3787878787878788,0.21212121212121213,0.0,0.16666666666666666,27,39,0.4090909090909091,0.5909090909090909,11,7,7,0,0,0,34,0.1864406779661017,0.11864406779661017,0.11864406779661017,0.0,0.0,0.0,0.576271186440678
554870,1888,970817,15016.3,75,-29100.0,43260.0,200.2199999999999,14271.932964757805,-5851.2,78725.3,36887.155999999966,21128.247450818963,1,10,28,18,0,18,0.013333333333333334,0.13333333333333333,0.37333333333333335,0.24,0.0,0.24,29,46,0.38666666666666666,0.6133333333333333,18,6,5,6,1,0,33,0.2608695652173913,0.08695652173913043,0.07246376811594203,0.08695652173913043,0.014492753623188406,0.0,0.4782608695652174
560330,1906,970930,51718.3,89,-38800.0,49785.0,581.1044943820225,16629.07826084197,1000.0,127317.0,51453.801123595505,23458.498481343675,16,0,41,18,0,14,0.1797752808988764,0.0,0.4606741573033708,0.20224719101123595,0.0,0.15730337078651685,30,59,0.33707865168539325,0.6629213483146067,14,9,9,0,0,0,48,0.175,0.1125,0.1125,0.0,0.0,0.0,0.6
3594257,1928,981130,38463.8,114,-23522.0,20858.0,337.2745614035089,9000.61239973326,500.0,52896.1,29645.32017543858,11976.126777776568,8,21,64,0,0,21,0.07017543859649122,0.18421052631578946,0.5614035087719298,0.0,0.0,0.18421052631578946,50,64,0.43859649122807015,0.5614035087719298,21,0,17,0,0,0,76,0.18421052631578946,0.0,0.14912280701754385,0.0,0.0,0.0,0.6666666666666666
587656,2000,980710,53388.9,84,-19520.0,28840.0,635.5833333333334,9323.722735081878,900.0,62178.2,44617.08095238094,10915.899465187957,14,0,36,23,0,11,0.16666666666666666,0.0,0.42857142857142855,0.27380952380952384,0.0,0.13095238095238096,25,59,0.2976190476190476,0.7023809523809523,11,8,7,7,0,0,43,0.14473684210526316,0.10526315789473684,0.09210526315789473,0.09210526315789473,0.0,0.0,0.5657894736842105
592918,2018,970114,16514.3,114,-5400.0,8800.0,122.75789473684225,3152.2579199901566,900.0,31302.0,20231.313157894707,4462.7098520155505,33,0,46,16,0,19,0.2894736842105263,0.0,0.40350877192982454,0.14035087719298245,0.0,0.16666666666666666,52,62,0.45614035087719296,0.543859649122807,19,16,15,0,0,0,64,0.16666666666666666,0.14035087719298245,0.13157894736842105,0.0,0.0,0.0,0.5614035087719298
598018,2035,980115,36423.3,171,-26500.0,44084.0,213.00233918128663,13138.467617957282,400.0,87431.8,47164.918713450286,16696.592829496705,2,20,66,64,0,19,0.011695906432748537,0.11695906432748537,0.38596491228070173,0.3742690058479532,0.0,0.1111111111111111,41,130,0.23976608187134502,0.7602339181286549,19,16,15,16,0,0,73,0.1366906474820144,0.11510791366906475,0.1079136690647482,0.11510791366906475,0.0,0.0,0.5251798561151079
602611,2051,970401,-204.8,90,-40100.0,47725.0,-2.2766666666667232,17326.5933516126,-2804.8,132818.3,53227.14444444442,34779.1174455518,25,0,51,0,0,14,0.2777777777777778,0.0,0.5666666666666667,0.0,0.0,0.15555555555555556,39,51,0.43333333333333335,0.5666666666666667,14,0,11,0,1,0,64,0.15555555555555556,0.0,0.12222222222222222,0.0,0.011111111111111112,0.0,0.7111111111111111
603845,2055,980708,11584.9,73,-12200.0,15400.0,158.69726027397257,6636.1793215501775,700.0,36763.1,14873.37808219177,7753.09729972205,19,0,30,10,0,14,0.2602739726027397,0.0,0.410958904109589,0.136986301369863,0.0,0.1917808219178082,33,40,0.4520547945205479,0.547945205479452,14,10,10,0,0,0,39,0.1917808219178082,0.136986301369863,0.136986301369863,0.0,0.0,0.0,0.5342465753424658
606451,2064,970809,31814.7,34,-15400.0,20904.0,935.7264705882354,9055.157713644476,500.0,51781.0,29052.608823529416,9815.036532338121,2,8,17,0,0,7,0.058823529411764705,0.23529411764705882,0.5,0.0,0.0,0.20588235294117646,17,17,0.5,0.5,7,0,3,0,0,0,24,0.20588235294117646,0.0,0.08823529411764706,0.0,0.0,0.0,0.7058823529411765
609214,2073,980930,39246.8,67,-40000.0,25912.5,585.7776119402986,11021.360361050152,600.0,65663.5,41154.27910447761,12074.395888828676,15,0,39,0,0,13,0.22388059701492538,0.0,0.582089552238806,0.0,0.0,0.19402985074626866,28,39,0.417910447761194,0.582089552238806,13,0,9,0,0,0,45,0.19402985074626866,0.0,0.13432835820895522,0.0,0.0,0.0,0.6716417910447762
