trans_id,account_id,date,balance,NumberOfTrans,amount_min,amount_max,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,n_A,n_B,n_C,n_D,n_E,n_F,p_A,p_B,p_C,p_D,p_E,p_F,n_credit,n_withdraw,p_credit,p_withdraw,n_kA,n_kB,n_kC,n_kD,n_kE,n_kF,n_kG,p_kA,p_kB,p_kC,p_kD,p_kE,p_kF,p_kG
3531248,27,961231,21179.6,212,-8800.0,12940.0,99.83490566037752,5041.2641190026525,900.0,40464.1,24505.14811320755,6712.28654824352,44,0,95,34,0,39,0.20754716981132076,0.0,0.4481132075471698,0.16037735849056603,0.0,0.18396226415094338,83,129,0.3915094339622642,0.6084905660377359,39,34,35,0,0,0,104,0.18396226415094338,0.16037735849056603,0.1650943396226415,0.0,0.0,0.0,0.49056603773584906
3531297,29,961231,27328.4,177,-18000.0,26667.0,154.31638418079118,8928.303967262334,700.0,59950.3,35945.53672316382,9464.422580118877,26,0,64,62,0,25,0.14689265536723164,0.0,0.3615819209039548,0.3502824858757062,0.0,0.14124293785310735,51,126,0.288135593220339,0.711864406779661,25,20,21,21,0,0,69,0.16025641025641027,0.1282051282051282,0.1346153846153846,0.1346153846153846,0.0,0.0,0.4423076923076923
3531342,30,961231,34802.4,136,-60200.0,49290.0,255.7941176470588,22038.927245227016,400.0,129089.9,54255.89411764701,27317.748869509633,39,0,76,0,0,21,0.2867647058823529,0.0,0.5588235294117647,0.0,0.0,0.15441176470588236,60,76,0.4411764705882353,0.5588235294117647,21,0,20,0,0,0,95,0.15441176470588236,0.0,0.14705882352941177,0.0,0.0,0.0,0.6985294117647058
3531397,31,961231,39655.8,250,-61700.0,49537.0,158.5656,20977.142885638998,800.0,128844.3,64057.86200000003,25917.535343656313,76,0,112,30,0,32,0.304,0.0,0.448,0.12,0.0,0.128,108,142,0.432,0.568,32,30,31,0,0,0,157,0.128,0.12,0.124,0.0,0.0,0.0,0.628
9116,32,961231,51434.5,65,-21500.0,24822.0,791.3015384615384,11946.88064622535,700.0,75123.2,47728.70307692306,12302.5874724203,18,0,31,0,0,16,0.27692307692307694,0.0,0.47692307692307695,0.0,0.0,0.24615384615384617,34,31,0.5230769230769231,0.47692307692307695,16,0,12,0,0,0,37,0.24615384615384617,0.0,0.18461538461538463,0.0,0.0,0.0,0.5692307692307692
3531460,33,961231,103726.0,213,-27000.0,35384.0,486.90938967136185,14199.445986824327,600.0,103726.0,60322.36713615034,14573.01458285562,42,0,85,35,11,40,0.19718309859154928,0.0,0.39906103286384975,0.1643192488262911,0.051643192488262914,0.18779342723004694,82,131,0.38497652582159625,0.6150234741784038,40,35,36,0,0,0,102,0.18779342723004694,0.1643192488262911,0.16901408450704225,0.0,0.0,0.0,0.4788732394366197
3531523,34,961231,42206.5,248,-36300.0,47768.0,170.06774193548375,17163.899880939727,600.0,94579.7,54321.244354838695,17282.1875161593,1,39,100,69,0,39,0.004032258064516129,0.15725806451612903,0.4032258064516129,0.2782258064516129,0.0,0.15725806451612903,79,169,0.3185483870967742,0.6814516129032258,39,34,35,0,0,0,105,0.18309859154929578,0.1596244131455399,0.1643192488262911,0.0,0.0,0.0,0.49295774647887325
3531584,35,961231,15809.1,241,-14950.0,5446.0,65.53734439834038,2791.1269121120677,600.0,32520.4,21336.892946058095,5396.817341999662,1,41,88,74,0,37,0.004149377593360996,0.17012448132780084,0.3651452282157676,0.3070539419087137,0.0,0.15352697095435686,79,162,0.3278008298755187,0.6721991701244814,37,37,37,0,0,41,52,0.18137254901960784,0.18137254901960784,0.18137254901960784,0.0,0.0,0.20098039215686275,0.2549019607843137
3531650,36,961231,27092.3,244,-41120.0,29778.0,110.97418032786915,11465.449511669362,500.0,70709.2,42214.86598360662,12201.694233460485,44,0,120,38,0,42,0.18032786885245902,0.0,0.4918032786885246,0.1557377049180328,0.0,0.1721311475409836,86,158,0.3524590163934426,0.6475409836065574,42,38,38,0,0,0,126,0.1721311475409836,0.1557377049180328,0.1557377049180328,0.0,0.0,0.0,0.5163934426229508
3531745,39,961231,29700.7,237,-5700.0,6474.0,125.25864978902966,3116.9454357270774,1100.0,36322.3,26628.725316455686,4819.697591851457,1,39,91,70,0,36,0.004219409282700422,0.16455696202531644,0.38396624472573837,0.29535864978902954,0.0,0.1518987341772152,76,161,0.3206751054852321,0.679324894514768,36,35,35,0,0,39,57,0.1782178217821782,0.17326732673267325,0.17326732673267325,0.0,0.0,0.19306930693069307,0.28217821782178215
3531807,40,961231,8201.4,234,-10200.0,9753.0,34.98888888888897,3778.9076870402846,700.0,41560.0,24650.12307692304,7788.76190638248,47,0,81,68,0,38,0.20085470085470086,0.0,0.34615384615384615,0.2905982905982906,0.0,0.1623931623931624,85,149,0.36324786324786323,0.6367521367521367,38,34,34,0,0,0,94,0.19,0.17,0.17,0.0,0.0,0.0,0.47
3531835,42,961231,27209.1,13,-11000.0,13659.0,2092.9999999999995,7232.784977448176,800.0,38101.0,22486.561538461538,9638.095321650995,6,0,3,0,0,4,0.46153846153846156,0.0,0.23076923076923078,0.0,0.0,0.3076923076923077,10,3,0.7692307692307693,0.23076923076923078,4,0,0,0,0,0,9,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
3531890,43,961231,58259.0,177,-32800.0,35862.0,329.06497175141203,13638.40718467162,1100.0,84913.2,60865.86271186438,12934.311217318167,32,0,72,26,16,31,0.1807909604519774,0.0,0.4067796610169492,0.14689265536723164,0.0903954802259887,0.1751412429378531,63,114,0.3559322033898305,0.6440677966101694,31,26,27,0,0,0,93,0.1751412429378531,0.14689265536723164,0.15254237288135594,0.0,0.0,0.0,0.5254237288135594
3531953,44,961231,26639.2,197,-6000.0,4200.0,135.15025380710657,2425.3099876482097,400.0,29423.9,17494.048730964467,3739.084054919873,1,43,75,39,0,39,0.005076142131979695,0.2182741116751269,0.38071065989847713,0.19796954314720813,0.0,0.19796954314720813,83,114,0.4213197969543147,0.5786802030456852,39,39,39,0,0,43,37,0.19796954314720813,0.19796954314720813,0.19796954314720813,0.0,0.0,0.2182741116751269,0.18781725888324874
3532046,47,961231,43047.1,352,-63300.0,52886.0,122.25198863636365,16269.204273153357,300.0,108508.9,47380.02471590907,18679.528995850604,3,41,121,146,0,41,0.008522727272727272,0.11647727272727272,0.34375,0.4147727272727273,0.0,0.11647727272727272,85,267,0.24147727272727273,0.7585227272727273,41,37,37,36,0,0,128,0.14695340501792115,0.13261648745519714,0.13261648745519714,0.12903225806451613,0.0,0.0,0.45878136200716846
3532071,48,961231,30181.7,4,-4800.0,34221.0,7545.425,17952.50002801374,700.0,34921.0,23980.925,15682.653277506966,2,0,1,0,0,1,0.5,0.0,0.25,0.0,0.0,0.25,3,1,0.75,0.25,1,0,0,0,0,0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.75
3532148,50,961231,30449.6,209,-23600.0,24195.0,145.62344497607677,8464.778922977277,900.0,54126.1,34392.089473684195,8228.673066986572,35,0,88,54,0,32,0.1674641148325359,0.0,0.42105263157894735,0.2583732057416268,0.0,0.15311004784688995,67,142,0.32057416267942584,0.6794258373205742,32,27,28,0,0,0,95,0.17582417582417584,0.14835164835164835,0.15384615384615385,0.0,0.0,0.0,0.521978021978022
3532179,51,961231,60598.1,31,-19700.0,30950.0,1954.3032258064518,13410.68189142481,800.0,64131.5,42637.225806451606,13767.78428607808,8,0,11,5,0,7,0.25806451612903225,0.0,0.3548387096774194,0.16129032258064516,0.0,0.22580645161290322,15,16,0.4838709677419355,0.5161290322580645,7,3,3,0,0,0,16,0.2413793103448276,0.10344827586206896,0.10344827586206896,0.0,0.0,0.0,0.5517241379310345
3532245,53,961231,23546.6,78,-3750.0,4277.0,301.6910256410258,2556.1733818288544,700.0,27049.6,17425.292307692307,4524.550096275461,1,19,24,15,0,19,0.01282051282051282,0.24358974358974358,0.3076923076923077,0.19230769230769232,0.0,0.24358974358974358,39,39,0.5,0.5,19,15,15,0,0,19,10,0.24358974358974358,0.19230769230769232,0.19230769230769232,0.0,0.0,0.24358974358974358,0.1282051282051282
3532289,54,961231,14902.5,89,-8070.0,3421.0,167.2808988764045,2106.5467071767866,1000.0,21631.9,15664.096629213489,3571.243870757124,1,20,32,16,0,20,0.011235955056179775,0.2247191011235955,0.3595505617977528,0.1797752808988764,0.0,0.2247191011235955,41,48,0.4606741573033708,0.5393258426966292,20,16,16,0,0,0,37,0.2247191011235955,0.1797752808988764,0.1797752808988764,0.0,0.0,0.0,0.4157303370786517
3532319,55,961231,21703.3,32,-4300.0,4629.0,677.7750000000002,2994.535946492997,300.0,23445.0,17725.196875,5051.813620389335,1,10,10,5,0,6,0.03125,0.3125,0.3125,0.15625,0.0,0.1875,17,15,0.53125,0.46875,6,5,6,0,0,10,5,0.1875,0.15625,0.1875,0.0,0.0,0.3125,0.15625
3532374,56,961231,35032.6,159,-23840.0,21890.0,183.7610062893083,8846.965900746778,900.0,54275.3,31509.127672955958,7705.224566461974,34,0,67,27,0,31,0.2138364779874214,0.0,0.42138364779874216,0.16981132075471697,0.0,0.1949685534591195,65,94,0.4088050314465409,0.5911949685534591,31,27,27,0,0,0,74,0.1949685534591195,0.16981132075471697,0.16981132075471697,0.0,0.0,0.0,0.46540880503144655
3532417,57,961231,35307.6,109,-22700.0,31962.0,323.79174311926624,12324.173369628223,700.0,74238.3,44657.94220183481,13177.031639928775,20,0,55,15,0,19,0.1834862385321101,0.0,0.5045871559633027,0.13761467889908258,0.0,0.1743119266055046,39,70,0.3577981651376147,0.6422018348623854,19,15,15,0,0,0,60,0.1743119266055046,0.13761467889908258,0.13761467889908258,0.0,0.0,0.0,0.5504587155963303
3445051,58,961231,23150.2,7,-700.0,5804.0,3307.171428571429,3136.7486785493275,600.0,23816.0,15329.457142857142,9195.795252696953,1,4,1,0,0,1,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0,0.0,0.14285714285714285,6,1,0.8571428571428571,0.14285714285714285,1,0,0,0,0,4,2,0.14285714285714285,0.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857
3532474,59,961231,43924.8,217,-22880.0,21424.0,202.35253456221216,7437.787638920045,600.0,65210.7,40433.16313364055,9960.021500889017,39,0,87,58,0,33,0.17972350230414746,0.0,0.4009216589861751,0.2672811059907834,0.0,0.15207373271889402,72,145,0.3317972350230415,0.6682027649769585,33,29,29,0,0,0,97,0.17553191489361702,0.15425531914893617,0.15425531914893617,0.0,0.0,0.0,0.5159574468085106
3532530,61,961231,22207.6,196,-3680.0,4019.0,113.23010204081652,2007.3188274506717,700.0,31764.7,20520.227040816357,4598.368215627782,1,36,64,63,0,32,0.00510204081632653,0.1836734693877551,0.32653061224489793,0.32142857142857145,0.0,0.16326530612244897,69,127,0.3520408163265306,0.6479591836734694,32,32,32,0,0,36,33,0.19393939393939394,0.19393939393939394,0.19393939393939394,0.0,0.0,0.21818181818181817,0.2
3532595,62,961231,16430.0,232,-6500.0,5079.0,70.75689655172447,2717.669564301637,1100.0,36365.9,25276.47068965514,4569.669172534256,1,45,104,41,0,41,0.004310344827586207,0.1939655172413793,0.4482758620689655,0.17672413793103448,0.0,0.17672413793103448,87,145,0.375,0.625,41,41,41,0,0,45,64,0.17672413793103448,0.17672413793103448,0.17672413793103448,0.0,0.0,0.1939655172413793,0.27586206896551724
18795,63,961212,5624.0,2,600.0,5024.0,2812.0,3128.240399969286,600.0,5624.0,3112.0,3552.504468681215,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,2,0,1.0,0.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5
3532642,65,961231,43898.4,7,-17800.0,36885.0,6271.2,18290.883779540745,600.0,61585.3,32064.185714285715,19556.687586724955,3,0,2,0,0,2,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,5,2,0.7142857142857143,0.2857142857142857,2,0,0,0,0,0,5,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
3532703,66,961231,49382.8,189,-60600.0,67070.0,260.7560846560847,27960.201547367127,400.0,129812.6,66326.38253968247,24032.45206753935,1,37,114,0,0,37,0.005291005291005291,0.19576719576719576,0.6031746031746031,0.0,0.0,0.19576719576719576,75,114,0.3968253968253968,0.6031746031746031,37,0,33,0,0,0,119,0.19576719576719576,0.0,0.1746031746031746,0.0,0.0,0.0,0.6296296296296297
3532745,67,960430,23703.8,125,-41400.0,62235.0,189.51520000000042,20882.029392885444,700.0,107069.6,52523.24480000004,20955.646998372446,1,18,60,28,0,18,0.008,0.144,0.48,0.224,0.0,0.144,37,88,0.296,0.704,18,14,14,0,0,0,65,0.16216216216216217,0.12612612612612611,0.12612612612612611,0.0,0.0,0.0,0.5855855855855856
3532801,68,961231,100228.0,194,-38700.0,53336.0,516.1237113402063,16674.265208807003,200.0,112710.0,56670.75567010316,19642.04951666245,1,24,68,77,0,24,0.005154639175257732,0.12371134020618557,0.35051546391752575,0.39690721649484534,0.0,0.12371134020618557,49,145,0.25257731958762886,0.7474226804123711,24,19,20,19,0,0,73,0.15483870967741936,0.12258064516129032,0.12903225806451613,0.12258064516129032,0.0,0.0,0.47096774193548385
20954,69,961231,37959.4,65,-20600.0,43725.0,583.9892307692309,8113.9660920446895,600.0,71708.0,33649.56307692306,17484.04780677383,33,0,20,0,0,12,0.5076923076923077,0.0,0.3076923076923077,0.0,0.0,0.18461538461538463,45,20,0.6923076923076923,0.3076923076923077,12,0,10,0,0,0,43,0.18461538461538463,0.0,0.15384615384615385,0.0,0.0,0.0,0.6615384615384615
3532847,70,961231,33729.4,113,-11400.0,13630.0,298.3619469026551,5414.538805174035,500.0,48087.2,33161.13274336285,7209.296747868615,27,0,46,18,0,22,0.23893805309734514,0.0,0.40707964601769914,0.1592920353982301,0.0,0.19469026548672566,49,64,0.4336283185840708,0.5663716814159292,22,18,18,0,0,0,55,0.19469026548672566,0.1592920353982301,0.1592920353982301,0.0,0.0,0.0,0.48672566371681414
3532905,71,961231,50922.5,278,-36320.0,32576.0,183.12302158273397,10399.972219317355,700.0,75377.7,47027.42769784183,11543.99163810812,36,0,90,117,1,34,0.12949640287769784,0.0,0.3237410071942446,0.420863309352518,0.0035971223021582736,0.1223021582733813,70,208,0.2517985611510791,0.7482014388489209,34,29,30,30,0,0,97,0.15454545454545454,0.1318181818181818,0.13636363636363635,0.13636363636363635,0.0,0.0,0.4409090909090909
3532936,72,961231,48819.8,50,-62300.0,49740.0,975.8000000000004,23573.65947383145,1100.0,120331.9,54186.479999999945,29114.924259729676,15,0,18,10,0,7,0.3,0.0,0.36,0.2,0.0,0.14,22,28,0.44,0.56,7,5,5,0,0,0,28,0.15555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.6222222222222222
3532998,73,961231,45576.6,218,-18500.0,28666.5,209.00045871559655,10605.292836745877,400.0,67129.5,42345.8197247707,10552.953626295037,41,0,82,34,23,38,0.18807339449541285,0.0,0.3761467889908257,0.1559633027522936,0.10550458715596331,0.1743119266055046,79,139,0.3623853211009174,0.6376146788990825,38,34,34,0,0,0,112,0.1743119266055046,0.1559633027522936,0.1559633027522936,0.0,0.0,0.0,0.5137614678899083
3533038,75,961231,33474.5,83,-16600.0,18825.0,403.1313253012049,7563.814960524585,700.0,49848.3,25922.575903614474,7776.3224582561,18,0,37,12,0,16,0.21686746987951808,0.0,0.4457831325301205,0.14457831325301204,0.0,0.1927710843373494,34,49,0.40963855421686746,0.5903614457831325,16,12,12,0,0,0,43,0.1927710843373494,0.14457831325301204,0.14457831325301204,0.0,0.0,0.0,0.5180722891566265
3533069,76,961231,30783.8,31,-8800.0,11720.0,992.558064516129,5515.183278959651,200.0,44113.4,29628.496774193536,8599.736712422611,11,0,10,3,0,7,0.3548387096774194,0.0,0.3225806451612903,0.0967741935483871,0.0,0.22580645161290322,18,13,0.5806451612903226,0.41935483870967744,7,3,3,0,0,0,18,0.22580645161290322,0.0967741935483871,0.0967741935483871,0.0,0.0,0.0,0.5806451612903226
3533094,77,961231,26781.7,4,46.7,25635.0,6695.425,12629.206126640212,400.0,26781.7,19987.925,13063.081842448206,2,1,0,0,0,1,0.5,0.25,0.0,0.0,0.0,0.25,4,0,1.0,0.0,1,0,0,0,0,0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.75
3533160,78,961231,34293.4,244,-18800.0,26217.0,140.48934426229536,9564.278185700488,400.0,57055.9,31626.91024590162,9601.899311696217,45,0,120,37,0,42,0.18442622950819673,0.0,0.4918032786885246,0.15163934426229508,0.0,0.1721311475409836,87,157,0.35655737704918034,0.6434426229508197,42,37,38,0,0,0,127,0.1721311475409836,0.15163934426229508,0.1557377049180328,0.0,0.0,0.0,0.5204918032786885
23964,79,961212,4782.0,2,600.0,4182.0,2391.0,2532.8564902102135,600.0,4782.0,2691.0,2957.1205589221418,1,1,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,2,0,1.0,0.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5
3533216,80,961231,18190.7,56,-5250.0,3378.0,324.5732142857144,2133.8368813427546,900.0,20313.0,16507.092857142852,3492.036460908117,1,15,19,10,0,11,0.017857142857142856,0.26785714285714285,0.3392857142857143,0.17857142857142858,0.0,0.19642857142857142,27,29,0.48214285714285715,0.5178571428571429,11,0,11,0,0,0,34,0.19642857142857142,0.0,0.19642857142857142,0.0,0.0,0.0,0.6071428571428571
3533245,81,961231,28102.7,20,-3000.0,9300.0,1404.4100000000003,2836.492976584029,1000.0,29668.3,22692.069999999996,8504.370938343849,5,5,4,1,0,5,0.25,0.25,0.2,0.05,0.0,0.25,15,5,0.75,0.25,5,1,1,0,0,0,13,0.25,0.05,0.05,0.0,0.0,0.0,0.65
3459412,82,961231,109012.8,182,-57700.0,47606.0,398.34340659340666,20227.615195181774,300.0,161573.6,58923.49780219775,31001.498425003025,47,0,103,0,0,32,0.25824175824175827,0.0,0.5659340659340659,0.0,0.0,0.17582417582417584,79,103,0.4340659340659341,0.5659340659340659,32,0,28,0,0,0,122,0.17582417582417584,0.0,0.15384615384615385,0.0,0.0,0.0,0.6703296703296703
3533313,83,961231,14465.4,287,-13440.0,13839.0,50.350522648083796,4845.055426688461,500.0,42434.7,25858.649128919846,6748.039994984215,54,0,109,80,0,44,0.18815331010452963,0.0,0.3797909407665505,0.2787456445993031,0.0,0.15331010452961671,98,189,0.34146341463414637,0.6585365853658537,44,40,40,0,0,0,123,0.17813765182186234,0.16194331983805668,0.16194331983805668,0.0,0.0,0.0,0.4979757085020243
3533349,84,961231,84057.9,68,-45600.0,48660.0,1234.6735294117645,21072.73531441111,1100.0,133183.8,60193.2088235294,29340.883797765036,21,0,26,9,0,12,0.3088235294117647,0.0,0.38235294117647056,0.1323529411764706,0.0,0.17647058823529413,33,35,0.4852941176470588,0.5147058823529411,12,9,10,0,0,0,37,0.17647058823529413,0.1323529411764706,0.14705882352941177,0.0,0.0,0.0,0.5441176470588235
3533440,86,961231,24564.3,262,-8550.0,3243.0,93.70229007633607,1614.8487040131574,800.0,26253.8,18652.695038167927,3220.461412220276,1,46,86,83,0,46,0.003816793893129771,0.17557251908396945,0.3282442748091603,0.31679389312977096,0.0,0.17557251908396945,93,169,0.3549618320610687,0.6450381679389313,46,0,42,0,0,0,174,0.17557251908396945,0.0,0.16030534351145037,0.0,0.0,0.0,0.6641221374045801
3533498,88,961231,15524.3,18,-2268.0,3403.0,861.6499999999999,1987.6034656753611,300.0,18536.9,11947.277777777776,5366.962206440388,1,6,3,2,0,6,0.05555555555555555,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.0,0.3333333333333333,13,5,0.7222222222222222,0.2777777777777778,6,2,2,0,0,0,8,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444
3533552,90,961231,37773.1,245,-25120.0,36459.0,154.11673469387756,11001.15724172402,500.0,74106.5,37928.292244897944,14238.01978119046,32,0,83,100,0,30,0.1306122448979592,0.0,0.33877551020408164,0.40816326530612246,0.0,0.12244897959183673,62,183,0.2530612244897959,0.746938775510204,30,25,26,25,0,0,89,0.15384615384615385,0.1282051282051282,0.13333333333333333,0.1282051282051282,0.0,0.0,0.4564102564102564
